date,series_id,value,quality
2020-01,PPIACO_YOY,0.5000,anchor
2020-02,PPIACO_YOY,0.6000,anchor
2020-03,PPIACO_YOY,-0.7000,anchor
2020-04,PPIACO_YOY,-0.7500,interpolated
2020-05,PPIACO_YOY,-0.8000,anchor
2020-06,PPIACO_YOY,-0.5714,interpolated
2020-07,PPIACO_YOY,-0.3429,interpolated
2020-08,PPIACO_YOY,-0.1143,interpolated
2020-09,PPIACO_YOY,0.1143,interpolated
2020-10,PPIACO_YOY,0.3429,interpolated
2020-11,PPIACO_YOY,0.5714,interpolated
2020-12,PPIACO_YOY,0.8000,anchor
2021-01,PPIACO_YOY,1.3000,anchor
2021-02,PPIACO_YOY,2.6000,anchor
2021-03,PPIACO_YOY,4.2000,anchor
2021-04,PPIACO_YOY,6.2000,anchor
2021-05,PPIACO_YOY,6.6000,anchor
2021-06,PPIACO_YOY,7.3000,anchor
2021-07,PPIACO_YOY,7.8000,anchor
2021-08,PPIACO_YOY,8.3000,anchor
2021-09,PPIACO_YOY,8.6000,anchor
2021-10,PPIACO_YOY,8.6000,anchor
2021-11,PPIACO_YOY,9.7000,anchor
2021-12,PPIACO_YOY,9.7000,anchor
2022-01,PPIACO_YOY,9.7000,anchor
2022-02,PPIACO_YOY,10.4500,interpolated
2022-03,PPIACO_YOY,11.2000,anchor
2022-04,PPIACO_YOY,11.2333,interpolated
2022-05,PPIACO_YOY,11.2667,interpolated
2022-06,PPIACO_YOY,11.3000,anchor
2022-07,PPIACO_YOY,10.3667,interpolated
2022-08,PPIACO_YOY,9.4333,interpolated
2022-09,PPIACO_YOY,8.5000,anchor
2022-10,PPIACO_YOY,7.7333,interpolated
2022-11,PPIACO_YOY,6.9667,interpolated
2022-12,PPIACO_YOY,6.2000,anchor
